Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
36,Travel_Rarely,908,Research & Development,19,2,3,Male,1,Sales Executive,2,Married,4757,0,Yes,23,3,2,2,12,5,2,26,0,13,2,Yes
22,Non-Travel,312,Human Resources,25,1,1,Female,1,Healthcare Representative,1,Divorced,4188,8,Yes,10,3,1,0,14,5,2,7,3,10,2,Yes
50,Non-Travel,1090,Human Resources,26,4,1,Female,4,Laboratory Technician,4,Single,13951,7,No,19,4,1,1,6,1,1,3,3,3,15,No
55,Travel_Frequently,278,Sales,18,2,4,Male,5,Research Scientist,2,Single,7231,0,Yes,21,4,4,2,29,2,1,13,14,12,8,Yes
47,Travel_Rarely,903,Sales,3,1,4,Male,4,Research Scientist,3,Married,5504,4,Yes,24,4,4,1,37,5,1,33,17,13,6,Yes
54,Travel_Rarely,715,Human Resources,28,3,4,Male,5,Manufacturing Director,4,Single,9737,1,Yes,23,4,1,0,8,3,1,15,15,5,15,Yes
54,Non-Travel,1068,Research & Development,14,1,1,Female,5,Manager,4,Divorced,17994,8,Yes,10,4,4,0,38,3,2,23,11,11,14,Yes
51,Travel_Rarely,104,Human Resources,11,4,4,Female,1,Sales Representative,4,Married,9649,5,Yes,10,3,4,1,37,1,2,31,6,8,14,Yes
39,Non-Travel,822,Human Resources,12,4,2,Female,5,Manufacturing Director,4,Married,4230,1,No,13,3,4,0,37,3,1,8,0,11,2,No
22,Travel_Frequently,859,Sales,3,2,1,Female,4,Manufacturing Director,2,Divorced,2521,0,No,11,4,4,0,8,1,1,14,7,8,10,Yes
18,Non-Travel,436,Sales,19,3,2,Male,5,Research Scientist,3,Single,11593,3,No,10,3,2,1,13,5,3,18,9,1,16,No
26,Non-Travel,517,Research & Development,2,2,1,Female,5,Sales Representative,2,Divorced,9853,3,No,22,4,3,0,24,3,1,34,11,6,3,No
36,Non-Travel,1089,Sales,21,2,3,Female,1,Laboratory Technician,2,Married,5577,3,Yes,16,3,4,0,34,3,2,27,9,11,0,Yes
49,Travel_Rarely,873,Human Resources,24,4,3,Male,5,Healthcare Representative,4,Married,9304,3,Yes,12,4,3,2,30,3,3,3,17,2,16,Yes
37,Non-Travel,910,Sales,12,3,1,Female,3,Sales Executive,4,Married,13597,1,No,21,3,1,2,11,2,1,26,16,9,1,No
18,Travel_Rarely,1409,Human Resources,11,3,4,Male,2,Manufacturing Director,3,Divorced,6709,4,Yes,12,4,1,1,25,4,3,34,2,14,16,Yes
26,Non-Travel,667,Human Resources,19,4,3,Female,5,Healthcare Representative,1,Married,2826,2,Yes,18,4,1,2,16,4,2,25,4,10,12,Yes
59,Travel_Rarely,1316,Research & Development,25,1,3,Female,4,Sales Executive,2,Divorced,11071,7,No,17,3,2,0,38,2,2,12,3,11,7,Yes
59,Non-Travel,1463,Sales,3,4,1,Male,4,Manufacturing Director,1,Divorced,7734,7,Yes,19,4,4,1,9,3,2,7,3,10,16,Yes
33,Travel_Rarely,907,Human Resources,13,1,4,Female,4,Sales Executive,4,Married,15015,2,No,19,3,2,0,6,0,3,30,9,4,11,No
51,Travel_Frequently,396,Research & Development,10,2,2,Female,4,Manager,4,Married,19039,1,No,17,4,1,1,28,5,1,2,3,2,0,No
48,Travel_Frequently,685,Sales,1,3,2,Female,4,Sales Representative,3,Single,19855,3,No,14,3,4,2,24,3,3,29,10,9,12,No
57,Non-Travel,165,Research & Development,1,1,1,Female,2,Laboratory Technician,1,Married,19697,1,No,21,3,4,0,38,3,3,20,2,12,12,No
55,Travel_Rarely,1077,Human Resources,15,2,4,Male,5,Manufacturing Director,3,Married,19428,4,No,18,3,2,1,28,4,3,12,3,4,7,No
44,Travel_Rarely,483,Human Resources,22,2,3,Male,4,Research Scientist,4,Single,2132,9,Yes,19,4,2,2,34,3,2,4,9,5,2,Yes
34,Travel_Frequently,1392,Human Resources,17,1,4,Female,3,Manager,3,Single,14223,3,Yes,12,3,2,0,31,0,3,16,6,14,14,No
44,Travel_Rarely,1014,Research & Development,7,1,3,Male,3,Manager,1,Single,8486,8,No,17,3,2,0,16,3,2,9,3,3,16,Yes
31,Non-Travel,785,Sales,13,2,1,Male,1,Sales Executive,1,Married,5857,7,No,10,3,4,1,20,3,2,12,1,9,14,Yes
32,Travel_Rarely,361,Human Resources,28,1,3,Female,1,Healthcare Representative,3,Single,19545,8,No,12,3,3,1,12,5,3,15,1,2,0,No
43,Non-Travel,239,Human Resources,24,4,2,Female,4,Sales Executive,3,Divorced,16847,0,Yes,11,3,3,2,22,3,1,33,12,10,15,Yes
41,Travel_Frequently,1041,Research & Development,4,2,3,Female,2,Sales Executive,2,Single,19633,7,No,21,4,3,1,7,5,1,17,11,13,1,No
42,Non-Travel,1172,Human Resources,19,3,3,Female,5,Manufacturing Director,2,Divorced,7669,1,Yes,16,3,3,1,37,2,1,16,17,6,15,Yes
34,Travel_Rarely,472,Research & Development,18,1,4,Male,3,Healthcare Representative,4,Married,1620,6,Yes,18,3,3,1,3,3,3,24,12,12,11,No
35,Travel_Rarely,114,Human Resources,11,3,1,Male,5,Research Scientist,1,Divorced,5056,1,Yes,12,4,3,0,33,4,3,32,15,0,4,Yes
18,Travel_Frequently,547,Human Resources,11,1,4,Female,4,Manufacturing Director,3,Divorced,6072,8,Yes,11,4,2,2,3,4,1,3,15,4,5,No
43,Travel_Rarely,1170,Research & Development,21,1,2,Male,1,Laboratory Technician,1,Single,7521,5,Yes,19,4,3,0,34,1,1,14,1,6,7,Yes
42,Travel_Rarely,912,Sales,27,3,3,Female,2,Healthcare Representative,4,Divorced,16981,5,No,15,4,2,1,6,1,2,23,13,12,8,No
57,Travel_Rarely,218,Human Resources,9,2,3,Male,5,Healthcare Representative,4,Single,2540,0,Yes,18,4,3,2,35,0,2,13,6,8,0,Yes
39,Non-Travel,260,Human Resources,26,4,3,Male,4,Manager,1,Single,6857,3,No,20,4,3,1,24,3,3,30,14,8,0,No
37,Non-Travel,249,Human Resources,24,4,3,Female,1,Laboratory Technician,4,Single,8812,0,Yes,19,4,1,2,32,5,1,9,12,14,12,No
20,Travel_Rarely,1161,Human Resources,2,1,3,Male,2,Laboratory Technician,3,Divorced,3466,8,No,21,4,4,1,22,4,1,34,13,11,4,No
26,Travel_Rarely,1194,Research & Development,8,3,4,Male,5,Manager,1,Single,16321,7,Yes,11,4,2,1,9,1,2,21,2,3,3,Yes
32,Travel_Frequently,671,Human Resources,13,4,2,Female,3,Research Scientist,2,Married,6767,6,Yes,16,3,3,2,5,4,3,19,14,10,12,Yes
33,Travel_Frequently,1065,Sales,19,2,2,Female,4,Sales Executive,3,Single,1644,9,Yes,23,3,4,1,3,2,1,8,13,11,5,No
33,Non-Travel,129,Research & Development,7,4,4,Female,3,Manufacturing Director,1,Divorced,5950,8,Yes,12,4,3,0,37,0,1,18,15,10,16,Yes
34,Travel_Rarely,886,Human Resources,12,3,4,Male,1,Manager,3,Divorced,1501,0,Yes,22,3,3,1,38,3,2,32,7,1,3,Yes
50,Travel_Frequently,480,Human Resources,3,2,2,Female,3,Manager,2,Married,2826,8,No,17,3,3,2,17,2,2,1,2,9,9,Yes
23,Travel_Rarely,1248,Research & Development,3,1,2,Female,1,Healthcare Representative,2,Single,4757,1,No,15,3,3,0,31,2,2,24,14,9,1,No
31,Travel_Rarely,784,Research & Development,13,2,3,Male,5,Manager,1,Divorced,11776,1,Yes,16,4,3,1,37,5,3,28,13,10,11,Yes
24,Non-Travel,1291,Research & Development,18,2,4,Female,2,Research Scientist,1,Single,5131,5,Yes,16,3,4,2,39,2,2,13,5,8,10,Yes
30,Travel_Frequently,888,Human Resources,13,3,4,Female,5,Sales Executive,4,Married,5489,6,Yes,23,4,1,2,0,1,2,6,10,6,7,Yes
46,Travel_Frequently,740,Human Resources,11,1,1,Male,2,Manufacturing Director,4,Divorced,13413,9,No,16,4,1,0,15,3,3,34,11,10,1,No
19,Travel_Rarely,1425,Sales,14,2,1,Female,1,Manufacturing Director,4,Married,8259,5,Yes,12,4,3,2,17,3,1,13,10,0,14,No
32,Travel_Frequently,1494,Sales,18,4,3,Male,1,Manufacturing Director,3,Divorced,4466,5,Yes,16,3,4,0,28,4,3,32,12,10,11,No
18,Travel_Frequently,737,Human Resources,20,4,1,Female,1,Sales Executive,4,Single,19372,0,Yes,22,4,1,0,27,1,2,9,14,0,3,Yes
58,Non-Travel,600,Human Resources,16,3,4,Male,5,Healthcare Representative,3,Married,8869,3,No,16,4,2,0,27,1,2,9,13,12,5,No
48,Travel_Frequently,1004,Sales,3,2,2,Female,1,Sales Representative,3,Married,11304,2,No,13,4,2,1,17,2,3,14,11,14,16,No
28,Travel_Rarely,340,Research & Development,2,2,2,Female,1,Laboratory Technician,4,Married,13303,8,Yes,17,4,1,0,16,2,2,30,10,3,16,No
26,Non-Travel,640,Research & Development,10,2,4,Female,2,Sales Executive,4,Married,2592,3,No,24,4,3,0,15,3,2,34,4,14,8,No
22,Travel_Rarely,1284,Sales,6,2,4,Male,5,Sales Representative,4,Divorced,5991,7,Yes,19,3,1,2,22,3,3,6,1,5,7,No
37,Non-Travel,1355,Research & Development,16,3,4,Male,5,Manufacturing Director,4,Divorced,16518,0,Yes,18,3,4,1,37,5,2,20,17,6,16,No
49,Travel_Frequently,681,Human Resources,20,4,3,Male,2,Manager,1,Married,4639,8,Yes,16,4,3,2,15,0,2,24,6,8,2,Yes
42,Non-Travel,646,Sales,8,4,4,Male,3,Research Scientist,4,Single,5584,6,No,23,4,2,1,18,0,2,11,13,6,3,No
55,Travel_Frequently,1324,Human Resources,14,1,2,Female,3,Sales Executive,2,Single,17913,2,Yes,13,4,3,1,23,3,3,12,14,1,10,No
32,Travel_Frequently,383,Sales,7,4,1,Female,2,Research Scientist,3,Single,5296,7,No,24,3,1,0,19,2,1,33,17,8,1,No
29,Travel_Frequently,185,Sales,14,1,3,Male,4,Sales Executive,3,Married,5555,6,No,19,3,4,1,10,4,2,28,14,7,16,No
38,Travel_Rarely,201,Research & Development,11,1,1,Female,2,Research Scientist,2,Married,19764,6,No,17,4,3,1,4,1,2,10,3,6,6,Yes
26,Travel_Rarely,255,Human Resources,1,4,1,Female,2,Sales Representative,3,Married,18020,1,No,14,4,1,2,12,1,2,7,8,10,14,No
58,Non-Travel,1331,Human Resources,19,2,2,Female,5,Manufacturing Director,3,Divorced,7863,4,No,11,4,4,1,37,1,1,8,15,10,2,No
25,Non-Travel,156,Human Resources,9,4,3,Male,3,Sales Executive,4,Divorced,19020,4,No,11,3,2,1,17,2,2,9,16,13,1,No
38,Non-Travel,565,Human Resources,21,1,4,Female,5,Healthcare Representative,4,Single,13755,2,No,12,3,3,1,0,1,1,0,9,7,12,No
39,Travel_Rarely,942,Human Resources,19,1,1,Female,4,Healthcare Representative,2,Married,18661,8,Yes,16,4,1,1,36,3,3,31,9,13,3,Yes
20,Travel_Frequently,952,Research & Development,6,4,3,Male,2,Research Scientist,1,Single,5994,6,Yes,14,3,4,0,18,4,2,8,0,10,7,Yes
37,Travel_Frequently,1264,Sales,25,1,3,Female,1,Sales Representative,4,Divorced,10421,7,No,18,4,2,0,34,0,1,25,15,9,14,No
37,Non-Travel,1473,Human Resources,1,3,3,Male,1,Sales Executive,4,Single,6493,9,No,11,4,4,0,8,4,1,14,1,8,3,No
28,Travel_Frequently,663,Sales,17,3,3,Female,2,Healthcare Representative,2,Divorced,14844,5,Yes,13,4,2,1,30,0,2,21,1,11,15,Yes
23,Non-Travel,426,Research & Development,23,2,2,Male,4,Laboratory Technician,2,Divorced,15043,3,Yes,13,4,4,2,20,5,2,0,8,5,14,Yes
19,Non-Travel,226,Human Resources,16,1,1,Male,4,Laboratory Technician,2,Single,6064,7,No,24,3,1,1,4,1,2,17,0,2,0,No
18,Travel_Frequently,1347,Sales,16,4,1,Female,3,Manager,2,Divorced,16468,5,No,21,3,1,0,11,5,1,3,15,3,2,No
38,Travel_Frequently,622,Human Resources,14,3,1,Male,2,Research Scientist,2,Divorced,2689,0,Yes,23,3,2,0,5,5,3,27,9,0,5,Yes
21,Travel_Frequently,1357,Sales,2,4,2,Female,4,Healthcare Representative,2,Married,5551,3,Yes,22,4,4,2,26,0,1,26,14,4,6,Yes
58,Non-Travel,587,Sales,19,3,3,Male,1,Research Scientist,2,Married,11115,8,No,13,3,4,2,12,3,2,21,16,7,6,No
28,Travel_Frequently,1158,Research & Development,27,3,1,Female,3,Manufacturing Director,1,Divorced,7029,5,No,16,3,1,2,12,1,1,8,15,1,14,Yes
45,Travel_Rarely,1000,Research & Development,23,3,1,Female,1,Laboratory Technician,3,Divorced,3385,7,No,23,3,1,1,8,3,2,25,5,2,11,No
46,Travel_Frequently,1098,Research & Development,2,3,3,Female,4,Sales Representative,2,Single,12710,9,No,23,4,1,2,37,1,2,28,16,2,0,Yes
38,Travel_Frequently,1013,Sales,7,2,3,Female,4,Manager,1,Married,15910,7,No,13,4,3,1,14,1,2,10,16,11,10,Yes
55,Non-Travel,529,Sales,24,4,4,Female,5,Sales Representative,3,Single,15714,3,No,23,4,4,0,31,3,2,23,9,0,0,No
22,Non-Travel,244,Research & Development,20,4,4,Male,5,Manager,2,Married,10873,1,No,22,4,1,0,22,0,2,30,13,1,13,No
27,Travel_Rarely,115,Sales,11,1,4,Female,2,Manufacturing Director,1,Divorced,10389,2,Yes,13,3,3,2,37,4,3,16,2,4,7,No
28,Travel_Frequently,688,Research & Development,7,4,1,Female,2,Manufacturing Director,3,Single,2678,2,Yes,13,4,3,1,7,3,3,20,6,1,16,No
23,Travel_Rarely,1348,Human Resources,13,1,2,Female,3,Laboratory Technician,3,Married,17752,4,No,11,3,1,1,24,1,2,14,15,12,5,No
30,Travel_Frequently,999,Sales,1,3,2,Female,3,Healthcare Representative,1,Single,14813,2,No,15,4,1,0,10,0,1,17,10,4,2,No
31,Non-Travel,1043,Sales,3,4,3,Female,4,Laboratory Technician,4,Divorced,7984,7,Yes,24,4,2,2,30,3,2,0,11,10,8,Yes
50,Non-Travel,462,Research & Development,3,2,4,Female,2,Research Scientist,3,Divorced,10489,6,Yes,21,4,3,2,27,5,1,10,16,5,0,Yes
30,Travel_Rarely,780,Sales,24,1,4,Female,3,Manufacturing Director,1,Single,11431,1,Yes,16,3,3,0,29,5,3,33,5,4,3,Yes
54,Travel_Rarely,669,Research & Development,2,4,4,Female,5,Laboratory Technician,2,Single,10062,2,Yes,17,3,1,1,5,4,2,6,2,14,6,Yes
50,Non-Travel,290,Research & Development,16,4,1,Female,1,Manufacturing Director,4,Divorced,6528,0,No,13,4,2,0,6,3,2,21,12,7,7,No
55,Travel_Frequently,959,Research & Development,8,2,1,Female,5,Healthcare Representative,1,Single,11913,1,No,12,3,1,2,19,4,3,31,15,14,12,No
22,Travel_Frequently,608,Research & Development,22,4,2,Female,1,Healthcare Representative,2,Divorced,5691,6,No,16,4,2,0,5,5,1,26,3,7,15,No
59,Non-Travel,664,Human Resources,4,1,4,Female,2,Sales Representative,1,Married,16092,5,Yes,23,4,2,1,0,3,1,33,9,14,9,Yes
43,Non-Travel,935,Sales,26,3,2,Female,1,Healthcare Representative,1,Divorced,18739,2,Yes,16,3,2,2,14,0,2,17,8,9,10,Yes
59,Non-Travel,143,Sales,3,1,1,Female,1,Healthcare Representative,3,Single,4100,3,Yes,17,4,1,1,7,4,2,26,15,1,0,Yes
32,Non-Travel,1410,Human Resources,24,1,1,Male,2,Sales Representative,3,Single,2146,9,Yes,21,3,2,1,8,4,2,31,5,12,6,Yes
58,Non-Travel,411,Sales,5,2,3,Female,4,Sales Representative,3,Married,3600,4,No,18,4,1,0,24,3,3,10,10,4,4,No
42,Non-Travel,1050,Research & Development,1,3,4,Female,2,Sales Executive,3,Divorced,8934,8,Yes,10,3,1,2,32,4,3,23,3,3,11,No
21,Non-Travel,1186,Research & Development,2,1,2,Male,4,Healthcare Representative,3,Married,4667,7,No,22,3,3,1,37,0,2,14,2,4,11,No
35,Travel_Frequently,315,Research & Development,22,3,1,Female,4,Sales Representative,2,Married,12988,3,No,19,3,3,0,28,1,1,29,3,1,9,No
23,Travel_Rarely,447,Research & Development,10,4,1,Male,4,Sales Representative,3,Single,7147,2,Yes,15,4,3,2,3,3,3,1,16,6,16,Yes
57,Non-Travel,677,Sales,12,1,2,Male,4,Research Scientist,4,Divorced,19717,9,No,10,4,4,2,28,0,3,15,5,8,14,No
30,Non-Travel,1244,Sales,24,1,2,Female,2,Sales Representative,2,Divorced,15377,9,No,14,3,3,2,21,5,2,4,17,2,7,No
27,Travel_Rarely,990,Sales,8,3,2,Female,5,Sales Representative,1,Single,8943,1,No,12,3,4,2,0,0,2,9,15,5,12,No
41,Travel_Frequently,753,Human Resources,16,2,1,Male,1,Manufacturing Director,2,Single,12483,7,No,24,4,1,2,38,3,1,2,2,10,15,Yes
35,Travel_Frequently,1289,Human Resources,9,1,4,Male,5,Laboratory Technician,3,Married,12413,1,Yes,11,4,2,1,9,3,1,34,3,10,3,Yes
22,Travel_Frequently,762,Sales,2,4,2,Male,1,Manufacturing Director,2,Single,2655,8,No,11,4,1,2,39,4,3,24,3,0,12,No
52,Non-Travel,1340,Sales,28,2,1,Female,4,Sales Executive,2,Single,10784,0,No,19,3,4,2,15,3,1,11,13,13,12,Yes
53,Travel_Frequently,1178,Sales,11,1,2,Male,4,Laboratory Technician,1,Single,16684,4,No,18,4,3,0,10,1,1,21,15,2,9,Yes
49,Non-Travel,341,Human Resources,24,2,3,Male,5,Manager,4,Divorced,3659,3,Yes,24,3,4,0,31,4,3,27,4,0,0,No
43,Non-Travel,636,Human Resources,13,3,4,Female,3,Sales Representative,1,Single,2342,5,Yes,15,3,4,0,28,4,2,17,2,10,10,Yes
34,Non-Travel,135,Research & Development,25,2,2,Female,5,Manager,4,Divorced,6052,7,No,12,4,3,2,18,0,1,5,15,8,5,No
40,Travel_Frequently,433,Human Resources,5,4,3,Male,2,Manufacturing Director,3,Single,5328,7,Yes,14,4,2,1,6,2,3,0,1,4,7,Yes
39,Travel_Rarely,131,Sales,16,3,2,Female,2,Manager,3,Single,9064,3,Yes,16,3,4,2,8,3,2,18,1,0,4,Yes
24,Non-Travel,247,Research & Development,11,1,3,Female,5,Sales Representative,3,Divorced,17926,0,No,11,3,2,0,8,3,2,32,3,3,15,No
21,Travel_Rarely,105,Human Resources,28,2,3,Female,3,Sales Representative,1,Married,11836,9,Yes,16,4,3,2,7,1,2,24,9,5,12,Yes
28,Travel_Rarely,1040,Sales,10,2,1,Female,5,Research Scientist,1,Married,7971,3,No,22,4,2,0,32,1,3,34,9,12,9,No
37,Travel_Rarely,673,Research & Development,22,1,3,Female,3,Manager,2,Single,13088,9,No,14,4,2,1,30,1,1,22,10,3,15,No
24,Travel_Rarely,757,Research & Development,14,1,4,Male,5,Laboratory Technician,2,Single,7801,1,No,20,4,3,1,33,4,2,11,13,4,15,No
22,Non-Travel,1170,Sales,12,1,1,Male,1,Manufacturing Director,4,Single,15752,7,No,12,4,1,1,7,0,3,4,14,0,13,No
53,Travel_Frequently,1233,Sales,20,3,2,Male,4,Sales Executive,4,Married,4998,8,No,17,3,1,1,37,2,2,26,6,5,6,No
33,Travel_Rarely,846,Human Resources,19,1,3,Female,2,Research Scientist,1,Married,9972,1,No,18,3,4,1,30,3,2,30,15,3,8,No
42,Travel_Rarely,740,Research & Development,14,2,1,Male,4,Sales Representative,1,Divorced,4806,9,Yes,22,4,4,0,5,2,3,15,9,7,10,Yes
40,Travel_Rarely,1009,Sales,2,1,3,Male,2,Healthcare Representative,4,Single,19404,0,Yes,19,4,3,2,10,2,1,26,4,1,3,Yes
48,Non-Travel,680,Human Resources,3,4,3,Male,3,Healthcare Representative,4,Married,2061,9,Yes,16,4,4,1,19,0,3,2,6,5,7,No
49,Non-Travel,719,Research & Development,17,4,3,Male,5,Manufacturing Director,2,Married,5724,2,No,11,3,3,0,29,2,1,20,13,14,14,No
30,Travel_Rarely,518,Research & Development,2,3,2,Male,1,Healthcare Representative,3,Divorced,17193,9,No,24,3,2,2,12,5,3,3,4,7,2,No
53,Travel_Rarely,365,Research & Development,17,2,4,Female,4,Manager,1,Divorced,5234,3,Yes,13,4,3,2,24,3,2,29,2,0,7,Yes
33,Travel_Frequently,379,Research & Development,25,3,2,Male,4,Manager,4,Single,15017,3,Yes,12,4,4,1,15,0,2,3,3,10,6,Yes
53,Non-Travel,1017,Human Resources,23,2,3,Female,2,Laboratory Technician,4,Married,9302,5,No,21,4,1,1,22,0,2,7,13,2,1,No
35,Travel_Rarely,1262,Human Resources,20,4,2,Female,3,Sales Executive,2,Married,8456,5,No,24,4,2,2,33,2,1,34,1,3,6,No
22,Non-Travel,693,Research & Development,8,3,4,Female,5,Laboratory Technician,1,Single,2901,8,No,15,3,3,0,33,4,2,33,9,11,3,Yes
49,Travel_Rarely,233,Sales,19,1,2,Male,3,Sales Representative,4,Married,15472,3,No,23,4,2,1,31,1,3,0,3,9,0,No
19,Travel_Rarely,954,Sales,6,1,2,Male,1,Healthcare Representative,2,Divorced,13063,3,Yes,11,4,1,2,2,3,1,32,6,3,8,Yes
50,Travel_Frequently,1362,Sales,26,4,2,Male,4,Laboratory Technician,2,Married,6733,3,Yes,23,3,1,0,38,4,1,6,5,13,5,Yes
19,Travel_Rarely,838,Sales,3,3,3,Male,1,Research Scientist,1,Married,9651,5,No,18,4,4,2,18,0,2,23,10,2,15,Yes
26,Travel_Rarely,137,Human Resources,16,3,4,Female,2,Research Scientist,3,Married,7826,0,No,11,4,4,1,32,1,1,31,5,2,0,No
43,Travel_Rarely,214,Research & Development,14,2,3,Male,5,Manufacturing Director,4,Divorced,7855,5,Yes,15,3,3,0,3,1,2,10,7,10,9,Yes
57,Travel_Rarely,831,Sales,3,3,1,Female,4,Healthcare Representative,3,Married,17854,5,Yes,15,3,3,1,22,3,2,20,1,3,11,Yes
35,Non-Travel,1306,Human Resources,6,2,1,Female,4,Laboratory Technician,4,Divorced,14986,3,No,14,3,4,0,0,3,1,1,10,1,3,No
23,Travel_Rarely,181,Sales,21,3,1,Male,2,Research Scientist,3,Divorced,5651,8,Yes,21,4,4,2,28,3,2,10,14,6,11,No
27,Travel_Rarely,1155,Research & Development,17,2,4,Male,1,Laboratory Technician,3,Married,16738,0,No,14,4,3,0,1,2,2,8,15,2,14,No
55,Travel_Rarely,1191,Sales,5,1,1,Female,5,Research Scientist,3,Married,17304,3,No,17,4,3,2,35,3,1,4,8,9,6,No
48,Travel_Rarely,172,Research & Development,4,4,1,Male,2,Manager,4,Divorced,3881,3,Yes,24,3,4,0,2,0,1,12,15,6,7,Yes
22,Travel_Frequently,396,Research & Development,19,4,2,Male,5,Manager,3,Married,6062,8,Yes,22,3,3,1,6,0,1,23,11,5,11,No
34,Non-Travel,105,Human Resources,19,4,1,Male,2,Laboratory Technician,3,Divorced,18466,7,Yes,16,3,1,1,17,3,2,2,15,10,3,Yes
29,Travel_Rarely,892,Research & Development,12,3,1,Female,3,Manager,3,Single,18370,4,Yes,17,3,4,2,19,0,1,2,16,12,8,Yes
25,Non-Travel,344,Research & Development,1,3,1,Male,4,Manufacturing Director,4,Single,3367,3,Yes,17,4,4,0,25,2,2,10,0,12,16,Yes
53,Travel_Frequently,1383,Research & Development,1,4,1,Female,2,Sales Representative,3,Married,5718,6,Yes,12,4,2,0,12,3,3,20,7,0,7,No
43,Travel_Rarely,227,Research & Development,5,3,3,Male,4,Healthcare Representative,2,Divorced,11962,7,Yes,18,4,1,2,14,0,3,23,0,12,6,Yes
25,Non-Travel,1008,Research & Development,2,4,2,Female,2,Sales Representative,3,Married,6903,0,No,13,3,4,1,24,2,1,17,13,10,7,No
45,Travel_Rarely,1201,Human Resources,16,4,2,Female,3,Manufacturing Director,4,Single,3813,9,Yes,23,4,4,0,25,0,3,21,15,12,14,No
35,Travel_Frequently,349,Research & Development,11,3,4,Female,5,Research Scientist,3,Divorced,11720,6,Yes,23,3,3,2,7,2,3,3,6,11,15,Yes
20,Travel_Frequently,453,Human Resources,7,3,4,Male,2,Sales Executive,3,Married,9009,4,No,10,3,3,1,29,4,3,26,14,11,1,No
36,Travel_Frequently,1215,Sales,17,4,1,Female,2,Research Scientist,4,Divorced,5208,2,Yes,15,4,3,1,13,1,3,10,17,8,10,No
25,Travel_Rarely,229,Human Resources,20,3,4,Male,1,Laboratory Technician,2,Married,6598,6,No,13,3,1,0,4,0,1,9,6,9,13,Yes
28,Travel_Rarely,718,Human Resources,5,1,1,Male,5,Manager,4,Divorced,1968,8,Yes,16,4,4,1,24,1,3,12,10,10,16,No
54,Non-Travel,450,Human Resources,18,4,3,Male,1,Manufacturing Director,3,Divorced,18553,8,No,24,4,1,2,11,1,2,30,5,11,1,No
47,Non-Travel,118,Human Resources,3,1,3,Female,3,Manager,1,Divorced,7071,0,Yes,22,4,1,2,35,1,3,32,1,10,0,Yes
23,Travel_Rarely,732,Research & Development,17,1,3,Male,2,Laboratory Technician,1,Divorced,15260,6,Yes,19,4,1,1,16,0,3,26,8,4,5,Yes
53,Travel_Frequently,781,Research & Development,11,2,2,Male,5,Healthcare Representative,4,Married,9483,1,Yes,22,3,1,2,20,3,1,28,1,13,2,Yes
42,Non-Travel,586,Sales,4,1,3,Male,3,Manufacturing Director,2,Single,18775,2,Yes,17,4,1,1,9,1,2,10,1,4,1,Yes
54,Travel_Rarely,1237,Research & Development,23,1,1,Male,3,Sales Executive,4,Single,1730,8,Yes,15,4,2,0,36,2,3,24,2,7,14,No
49,Travel_Frequently,234,Sales,6,1,2,Male,3,Manager,3,Single,3467,1,Yes,18,4,4,2,29,4,2,27,17,12,2,No
32,Non-Travel,701,Human Resources,22,3,4,Female,3,Research Scientist,3,Divorced,16033,4,Yes,12,4,1,2,18,3,1,16,8,7,13,Yes
40,Non-Travel,352,Human Resources,11,4,3,Male,2,Healthcare Representative,3,Married,10690,0,Yes,18,3,1,0,7,2,2,27,12,0,13,No
40,Travel_Frequently,1161,Sales,20,2,3,Male,1,Research Scientist,3,Married,6661,2,No,11,3,1,1,5,2,3,27,14,12,15,No
48,Non-Travel,879,Human Resources,20,2,1,Female,1,Manager,4,Married,6812,5,No,18,4,4,1,34,4,2,20,9,0,10,No
28,Travel_Frequently,1087,Sales,12,3,2,Male,5,Sales Executive,2,Divorced,4749,0,Yes,23,4,1,1,21,5,2,24,2,7,8,Yes
31,Travel_Rarely,250,Human Resources,19,3,1,Female,1,Sales Representative,3,Married,17342,9,No,10,4,2,1,5,3,3,12,12,6,3,No
28,Non-Travel,739,Human Resources,13,4,3,Male,3,Sales Executive,2,Divorced,13090,3,No,18,3,4,2,21,0,2,27,14,8,10,No
30,Travel_Rarely,170,Human Resources,17,3,2,Female,4,Manufacturing Director,3,Single,14135,0,Yes,19,3,3,2,1,1,1,27,9,0,6,No
24,Travel_Rarely,552,Sales,7,4,4,Female,4,Manager,2,Single,17736,7,No,15,4,2,0,14,0,3,12,13,14,2,No
19,Travel_Frequently,1423,Sales,12,4,4,Male,5,Sales Executive,1,Single,4789,0,Yes,20,3,4,1,12,1,2,17,14,4,2,Yes
57,Non-Travel,1117,Sales,4,2,1,Male,1,Sales Representative,4,Single,9850,5,Yes,16,3,2,1,13,2,2,1,5,2,4,Yes
21,Non-Travel,209,Human Resources,12,4,2,Male,2,Laboratory Technician,4,Single,11156,3,Yes,23,3,3,1,35,3,2,13,16,10,11,Yes
